Words,Reading,Meaning
TOP 5000,,
沈む,,
しずむ,,
to sink; ...,,
N3,,
TOP 10000,,
傾向,,
けいこう,,
tendency,,
N3,,
TOP 2500,,
おる,,
to be; ...,,
N3,,
TOP 1000,,
骨折,,
こっせつ,,
bone fracture,,
N3,,
TOP 10000,,
波,,
なみ,,
wave,,
N3,,
TOP 5000,,
奨学金,,
しょうがくきん,,
scholarship; ...,,
N3,,
関する,,
かんする,,
to concern,,
N3,,
TOP 500,,
わずか,,
only,,
N3,,
TOP 2500,,
粉,,
こな,,
flour,,
N3,,
TOP 5000,,
約,,
やく,,
approximately; ...,,
N3,,
TOP 300,,
ついに,,
finally; ...,,
N3,,
TOP 2500,,
酔う,,
よう,,
to get drunk; ...,,
N3,,
TOP 10000,,
クラシック,,
classical music; ...,,
N3,,
TOP 5000,,
尊重,,
そんちょう,,
respect,,
N3,,
TOP 10000,,
勤め,,
つとめ,,
service; ...,,
N3,,
尊敬,,
そんけい,,
respect,,
N3,,
TOP 10000,,
関心,,
かんしん,,
concern,,
N3,,
TOP 5000,,
市,,
いち,,
market,,
N3,,
海外,,
かいがい,,
foreign,,
N3,,
TOP 1000,,
農民,,
のうみん,,
farmer,,
N3,,
存在,,
そんざい,,
existence,,
N3,,
TOP 400,,
直接,,
ちょくせつ,,
direct,,
N3,,
TOP 1000,,
倒す,,
たおす,,
to throw down; ...,,
N3,,
TOP 5000,,
商品,,
しょうひん,,
commodity,,
N3,,
TOP 200,,
絶対,,
ぜったい,,
absolutely; ...,,
N3,,
TOP 2500,,
バイオリン,,
violin,,
N3,,
TOP 10000,,
役割,,
やくわり,,
part,,
N3,,
TOP 2500,,
事実,,
じじつ,,
fact,,
N3,,
TOP 2500,,
王子,,
おうじ,,
prince; ...,,
N3,,
TOP 10000,,
意志,,
いし,,
will,,
N3,,
TOP 10000,,
のんびり,,
carefree,,
N3,,
TOP 5000,,
孫,,
まご,,
grandchild,,
N3,,
TOP 5000,,
骨,,
ほね,,
bone; ...,,
N3,,
TOP 5000,,
はあ,,
yes; ...,,
N3,,
絶滅,,
ぜつめつ,,
destruction,,
N3,,
意外,,
いがい,,
unexpected,,
N3,,
TOP 1000,,
睡眠,,
すいみん,,
sleep,,
N3,,
TOP 5000,,
間,,
ま,,
time; ...,,
N3,,
TOP 10000,,
土曜,,
どよう,,
Saturday,,
N3,,
TOP 10000,,
王様,,
おうさま,,
king,,
N3,,
TOP 10000,,
間違い,,
まちがい,,
mistake; ...,,
N3,,
TOP 2500,,
農業,,
のうぎょう,,
agriculture,,
N3,,
TOP 5000,,
分野,,
ぶんや,,
field,,
N3,,
TOP 2500,,
そこで,,
so,,
N3,,
TOP 500,,
農家,,
のうか,,
farmer; ...,,
N3,,
TOP 5000,,
そのまま,,
without change; ...,,
N3,,
TOP 1000,,
商売,,
しょうばい,,
trade,,
N3,,
TOP 10000,,
それでも,,
but (still),,
N3,,
TOP 1000,,
袖,,
そで,,
sleeve; ...,,
N3,,
TOP 10000,,
腰,,
こし,,
back; ...,,
N3,,
TOP 2500,,
意識,,
いしき,,
consciousness; ...,,
N3,,
TOP 1000,,
意思,,
いし,,
intention,,
N3,,
TOP 5000,,
プロ,,
professional,,
N3,,
TOP 1000,,
事件,,
じけん,,
event,,
N3,,
TOP 2500,,
太陽,,
たいよう,,
sun,,
N3,,
TOP 5000,,
塀,,
へい,,
wall; ...,,
N3,,
通信,,
つうしん,,
correspondence,,
N3,,
TOP 2500,,
承認,,
しょうにん,,
recognition,,
N3,,
TOP 5000,,
陰,,
かげ,,
shade; ...,,
N3,,
TOP 10000,,
影,,
かげ,,
shadow; ...,,
N3,,
TOP 5000,,
かご,,
basket,,
N3,,
TOP 10000,,
承知,,
しょうち,,
knowledge; ...,,
N3,,
TOP 10000,,
十,,
じゅう,,
ten,,
N3,,
TOP 2500,,
金額,,
きんがく,,
amount of money,,
N3,,
TOP 1000,,
招待,,
しょうたい,,
invitation,,
N3,,
TOP 10000,,
ぜひ,,
certainly; ...,,
N3,,
TOP 300,,
招く,,
まねく,,
to invite; ...,,
N3,,
TOP 5000,,
近代,,
きんだい,,
present day,,
N3,,
TOP 10000,,
違反,,
いはん,,
violation,,
N3,,
TOP 5000,,
通学,,
つうがく,,
commuting to school,,
N3,,
TOP 10000,,
名人,,
めいじん,,
master,,
N3,,
背,,
せい,,
height,,
N3,,
通過,,
つうか,,
passage through; ...,,
N3,,
TOP 5000,,
金,,
かね,,
money; ...,,
N3,,
TOP 2500,,
姉妹,,
しまい,,
sisters,,
N3,,
TOP 5000,,
衣服,,
いふく,,
clothes,,
N3,,
世話,,
せわ,,
looking after,,
N3,,
TOP 10000,,
床,,
ゆか,,
floor; ...,,
N3,,
TOP 5000,,
違い,,
ちがい,,
difference,,
N3,,
TOP 1000,,
通行,,
つうこう,,
passage; ...,,
N3,,
岩,,
いわ,,
rock; ...,,
N3,,
TOP 5000,,
行儀,,
ぎょうぎ,,
manners,,
N3,,
むしろ,,
rather,,
N3,,
TOP 2500,,
虫歯,,
むしば,,
cavity,,
N3,,
TOP 10000,,
近頃,,
ちかごろ,,
lately,,
N3,,
TOP 10000,,
述べる,,
のべる,,
to state,,
N3,,
TOP 2500,,
最中,,
さいちゅう,,
in the middle of,,
N3,,
TOP 5000,,
名,,
な,,
name; ...,,
N3,,
TOP 2500,,
時,,
とき,,
time; ...,,
N3,,
TOP 200,,
少年,,
しょうねん,,
boy,,
N3,,
TOP 5000,,
向い,,
むかい,,
facing,,
N3,,
見舞い,,
みまい,,
visiting ill or distressed people; ...,,
N3,,
温度,,
おんど,,
temperature,,
N3,,
TOP 2500,,
岸,,
きし,,
bank,,
N3,,
穏やか,,
おだやか,,
calm,,
N3,,
TOP 5000,,
できる,,
to be able (in a position) to do; ...,,
N3,,
TOP 100,,
できるだけ,,
as much as one can,,
N3,,
TOP 2500,,
様子,,
ようす,,
state; ...,,
N3,,
TOP 1000,,
胃,,
い,,
stomach; ...,,
N3,,
TOP 10000,,
維持,,
いじ,,
maintenance,,
N3,,
TOP 2500,,
温暖,,
おんだん,,
warm,,
N3,,
霧,,
きり,,
fog; ...,,
N3,,
TOP 10000,,
まあ,,
just; ...,,
N3,,
TOP 1000,,
トップ,,
top; ...,,
N3,,
TOP 2500,,
持ち上げる,,
もちあげる,,
to elevate; ...,,
N3,,
TOP 10000,,
出来事,,
できごと,,
incident,,
N3,,
TOP 5000,,
曜日,,
ようび,,
day of the week,,
N3,,
TOP 10000,,
満ちる,,
みちる,,
to be full; ...,,
N3,,
TOP 10000,,
移動,,
いどう,,
movement; ...,,
N3,,
TOP 1000,,
投票,,
とうひょう,,
voting,,
N3,,
TOP 5000,,
しかも,,
moreover; ...,,
N3,,
TOP 1000,,
無料,,
むりょう,,
free,,
N3,,
TOP 300,,
大使,,
たいし,,
ambassador,,
N3,,
先日,,
せんじつ,,
the other day,,
N3,,
TOP 1000,,
芽,,
め,,
sprout,,
N3,,
TOP 10000,,
受け取る,,
うけとる,,
to receive; ...,,
N3,,
TOP 2500,,
容易,,
ようい,,
easy,,
N3,,
TOP 5000,,
移す,,
うつす,,
to change; ...,,
N3,,
TOP 5000,,
恩,,
おん,,
favour,,
N3,,
出発,,
しゅっぱつ,,
departure,,
N3,,
TOP 5000,,
出版,,
しゅっぱん,,
publication,,
N3,,
TOP 5000,,
ジュース,,
juice; ...,,
N3,,
TOP 5000,,
航空,,
こうくう,,
aviation,,
N3,,
TOP 5000,,
祭,,
まつり,,
festival,,
N3,,
TOP 2500,,
バッグ,,
bag,,
N3,,
TOP 2500,,
美人,,
びじん,,
beautiful woman,,
N3,,
TOP 5000,,
やや,,
a little,,
N3,,
TOP 2500,,
幼い,,
おさない,,
very young; ...,,
N3,,
TOP 10000,,
気味,,
きみ,,
sensation; ...,,
N3,,
TOP 5000,,
そのうち,,
before very long,,
N3,,
TOP 5000,,
わがまま,,
selfishness; ...,,
N3,,
TOP 10000,,
ラケット,,
racket,,
N3,,
考え,,
かんがえ,,
thinking; ...,,
N3,,
TOP 2500,,
老い,,
おい,,
old age,,
N3,,
連続,,
れんぞく,,
serial,,
N3,,
TOP 2500,,
考慮,,
こうりょ,,
consideration,,
N3,,
TOP 2500,,
健康,,
けんこう,,
health,,
N3,,
TOP 1000,,
大気,,
たいき,,
atmosphere,,
N3,,
実は,,
じつは,,
as a matter of fact,,
N3,,
TOP 500,,
微笑む,,
ほほえむ,,
to smile,,
N3,,
実,,
み,,
fruit; ...,,
N3,,
連想,,
れんそう,,
association,,
N3,,
TOP 10000,,
首都,,
しゅと,,
capital city,,
N3,,
TOP 10000,,
首相,,
しゅしょう,,
Prime Minister,,
N3,,
TOP 5000,,
実験,,
じっけん,,
experiment,,
N3,,
TOP 5000,,
微妙,,
びみょう,,
delicate; ...,,
N3,,
TOP 2500,,
大会,,
たいかい,,
convention,,
N3,,
TOP 2500,,
画家,,
がか,,
painter,,
N3,,
TOP 10000,,
大屋,,
おおや,,
landlord,,
N3,,
酒,,
さけ,,
alcohol,,
N3,,
TOP 5000,,
上等,,
じょうとう,,
superiority; ...,,
N3,,
一瞬,,
いっしゅん,,
instant,,
N3,,
TOP 5000,,
陸,,
りく,,
land,,
N3,,
TOP 10000,,
連れ,,
つれ,,
companion,,
N3,,
TOP 10000,,
離婚,,
りこん,,
divorce,,
N3,,
TOP 2500,,
離れる,,
はなれる,,
to be separated; ...,,
N3,,
TOP 2500,,
離す,,
はなす,,
to separate,,
N3,,
TOP 10000,,
一種,,
いっしゅ,,
species,,
N3,,
TOP 5000,,
同時,,
どうじ,,
simultaneous,,
N3,,
TOP 5000,,
しゃべる,,
to talk,,
N3,,
TOP 5000,,
年寄り,,
としより,,
old people; ...,,
N3,,
TOP 5000,,
方々,,
ほうぼう,,
here and there,,
N3,,
方々,,
かたがた,,
they; ...,,
N3,,
TOP 2500,,
強力,,
きょうりょく,,
powerful,,
N3,,
TOP 5000,,
万一,,
まんいち,,
emergency; ...,,
N3,,
おそらく,,
perhaps,,
N3,,
TOP 2500,,
頬,,
ほお,,
cheek,,
N3,,
TOP 10000,,
恐ろしい,,
おそろしい,,
terrible; ...,,
N3,,
TOP 5000,,
そっくり,,
all; ...,,
N3,,
TOP 10000,,
済ませる,,
すませる,,
to finish,,
N3,,
すみません,,
excuse me; ...,,
N3,,
TOP 10000,,
変更,,
へんこう,,
change,,
N3,,
TOP 400,,
恐怖,,
きょうふ,,
fear,,
N3,,
TOP 5000,,
どうしても,,
by all means,,
N3,,
TOP 2500,,
抱く,,
いだく,,
to embrace; ...,,
N3,,
TOP 2500,,
気候,,
きこう,,
climate,,
N3,,
TOP 10000,,
縁,,
ふち,,
rim,,
N3,,
強調,,
きょうちょう,,
emphasis,,
N3,,
TOP 5000,,
縁,,
えん,,
fate; ...,,
N3,,
TOP 5000,,
出会う,,
であう,,
to meet; ...,,
N3,,
TOP 1000,,
吐く,,
はく,,
to vomit; ...,,
N3,,
TOP 5000,,
指導,,
しどう,,
leadership; ...,,
N3,,
TOP 2500,,
人生,,
じんせい,,
(human) life,,
N3,,
TOP 1000,,
前進,,
ぜんしん,,
advance,,
N3,,
TOP 10000,,
貯金,,
ちょきん,,
putting money aside; ...,,
N3,,
TOP 5000,,
強盗,,
ごうとう,,
robber; ...,,
N3,,
著者,,
ちょしゃ,,
author,,
N3,,
TOP 5000,,
さる,,
monkey; ...,,
N3,,
TOP 10000,,
原,,
はら,,
field,,
N3,,
友,,
とも,,
friend,,
N3,,
TOP 5000,,
人種,,
じんしゅ,,
race; ...,,
N3,,
ずっと,,
continuously in some state; ...,,
N3,,
TOP 1000,,
裏切る,,
うらぎる,,
to betray,,
N3,,
TOP 10000,,
指す,,
さす,,
to point; ...,,
N3,,
TOP 5000,,
末,,
すえ,,
tip; ...,,
N3,,
TOP 10000,,
失望,,
しつぼう,,
disappointment,,
N3,,
前者,,
ぜんしゃ,,
the former,,
N3,,
TOP 10000,,
勇気,,
ゆうき,,
courage,,
N3,,
TOP 5000,,
炎,,
ほのお,,
flame; ...,,
N3,,
TOP 10000,,
お互い,,
おたがい,,
mutual,,
N3,,
TOP 2500,,
通じる,,
つうじる,,
to be open; ...,,
N3,,
TOP 10000,,
多少,,
たしょう,,
more or less; ...,,
N3,,
TOP 2500,,
ぼんやり,,
dimly; ...,,
N3,,
TOP 10000,,
思わず,,
おもわず,,
unintentionally,,
N3,,
TOP 5000,,
不可,,
ふか,,
wrong; ...,,
N3,,
TOP 5000,,
不安,,
ふあん,,
anxiety,,
N3,,
TOP 1000,,
入場,,
にゅうじょう,,
entrance,,
N3,,
TOP 5000,,
通り過ぎる,,
とおりすぎる,,
to pass,,
N3,,
TOP 10000,,
開始,,
かいし,,
start,,
N3,,
TOP 1000,,
通り,,
とおり,,
avenue; ...,,
N3,,
TOP 400,,
通す,,
とおす,,
to stick through; ...,,
N3,,
TOP 5000,,
理想,,
りそう,,
ideal,,
N3,,
TOP 2500,,
思想,,
しそう,,
thought,,
N3,,
TOP 5000,,
世の中,,
よのなか,,
society,,
N3,,
TOP 2500,,
住民,,
じゅうみん,,
citizens,,
N3,,
TOP 5000,,
瓶,,
びん,,
bottle,,
N3,,
TOP 10000,,
少しも,,
すこしも,,
anything of,,
N3,,
世間,,
せけん,,
world,,
N3,,
TOP 5000,,
世紀,,
せいき,,
century,,
N3,,
TOP 5000,,
煙,,
けむり,,
smoke,,
N3,,
TOP 10000,,
婚約,,
こんやく,,
engagement,,
N3,,
小麦,,
こむぎ,,
wheat,,
N3,,
TOP 10000,,
効果,,
こうか,,
effect; ...,,
N3,,
TOP 200,,
追う,,
おう,,
to chase; ...,,
N3,,
TOP 5000,,
含む,,
ふくむ,,
to contain; ...,,
N3,,
TOP 500,,
筋肉,,
きんにく,,
muscle,,
N3,,
TOP 2500,,
緊張,,
きんちょう,,
tension,,
N3,,
TOP 2500,,
住宅,,
じゅうたく,,
residence,,
N3,,
TOP 2500,,
絵画,,
かいが,,
picture,,
N3,,
TOP 10000,,
優秀,,
ゆうしゅう,,
superiority,,
N3,,
TOP 5000,,
優勝,,
ゆうしょう,,
overall victory,,
N3,,
TOP 2500,,
異常,,
いじょう,,
strangeness,,
N3,,
TOP 2500,,
屋根,,
やね,,
roof,,
N3,,
TOP 5000,,
禁止,,
きんし,,
prohibition,,
N3,,
TOP 2500,,
行き,,
ゆき,,
bound for ...; ...,,
N3,,
TOP 10000,,
困難,,
こんなん,,
difficulty,,
N3,,
TOP 2500,,
俳優,,
はいゆう,,
actor,,
N3,,
TOP 5000,,
文明,,
ぶんめい,,
civilization; ...,,
N3,,
TOP 10000,,
優れる,,
すぐれる,,
to surpass,,
N3,,
TOP 5000,,
